"Instruction","","Lat","TP","Uops","Ports"
"SHR (R64, I8)","BASE","1","0.33","1",""
"SHR (R8h, 0)","BASE","1","0.38","1",""
"SHR (R8h, 1)","BASE","1","0.38","1",""
"SHR (R8h, CL)","BASE","[0;38]","0.33","1",""
"SHR (R8h, I8)","BASE","1","0.38","1",""
"SHR (R8l, CL)","BASE","[0;20]","0.33","1",""
"SHR_R0 (R8l, 0)","BASE","1","0.33","1",""
"SHR_R0 (R8l, 1)","BASE","1","0.33","1",""
"SHR_R0 (R8l, I8)","BASE","1","0.33","1",""
"SHR_R4 (R8l, 0)","BASE","1","0.33","1",""
"SHR_R4 (R8l, 1)","BASE","1","0.33","1",""
"SHR_R4 (R8l, I8)","BASE","1","0.33","1",""
"SHRD (M16, R16, 0)","BASE","[≤9;≤17]","1.09","6",""
"SHRD (M16, R16, CL)","BASE","[0;43]","1.09","6",""
"SHRD (M16, R16, I8)","BASE","[0;≤17]","1.10","6",""
"SHRD (M32, R32, 0)","BASE","[≤9;≤17]","1.09","6",""
"SHRD (M32, R32, CL)","BASE","[0;43]","1.09","6",""
"SHRD (M32, R32, I8)","BASE","[0;≤17]","1.10","6",""
"SHRD (M64, R64, 0)","BASE","[≤9;≤17]","1.09","6",""
"SHRD (M64, R64, CL)","BASE","[0;43]","1.09","6",""
"SHRD (M64, R64, I8)","BASE","[0;≤17]","1.10","6",""
"SHRD (R16, R16, 0)","BASE","2","1.00","4",""
"SHRD (R16, R16, CL)","BASE","[0;21]","1.00","5",""
"SHRD (R16, R16, I8)","BASE","[0;2]","1.00","4",""
"SHRD (R32, R32, 0)","BASE","2","1.00","4",""
"SHRD (R32, R32, CL)","BASE","[0;21]","1.00","5",""
"SHRD (R32, R32, I8)","BASE","[0;2]","1.00","4",""
"SHRD (R64, R64, 0)","BASE","2","1.00","4",""
"SHRD (R64, R64, CL)","BASE","[0;21]","1.00","5",""
"SHRD (R64, R64, I8)","BASE","[0;2]","1.00","4",""
"SIDT (M80)","BASE","[≤18;≤23]","5.00","13",""
"SLDT (M16)","BASE","≤11","4.00","10",""
"SLDT (R16)","BASE","1","4.00","10",""
"SLDT (R32)","BASE","","4.00","10",""
"SLDT (R64)","BASE","","4.00","10",""
"SMSW (M16)","BASE","≤11","4.00","10",""
"SMSW (R16)","BASE","1","4.00","10",""
"SMSW (R32)","BASE","","4.00","10",""
"SMSW (R64)","BASE","","4.00","10",""
"STC","BASE","","0.18","1",""
"STD","BASE","","4.00","1",""
"STI","BASE","","55.50","15",""
"STOSB","BASE","[≤0;≤5]","3.00","3",""
"STOSB_REPE","BASE","","9.10","36",""
"STOSB_REPNE","BASE","","9.10","36",""
"STOSD","BASE","[≤0;≤5]","3.00","3",""
"STOSD_REPE","BASE","","15.00","50",""
"STOSD_REPNE","BASE","","15.00","50",""
"STOSW","BASE","[≤0;≤5]","3.00","3",""
"STOSW_REPE","BASE","","15.00","50",""
"STOSW_REPNE","BASE","","15.00","50",""
"STR (M16)","BASE","≤11","4.00","10",""
"STR (R16)","BASE","1","4.00","10",""
"STR (R32)","BASE","","4.00","10",""
"STR (R64)","BASE","","4.00","10",""
"SUB (AL, 0)","BASE","1","0.28","1",""
"SUB (AL, I8)","BASE","1","0.28","1",""
"SUB (AX, I16)","BASE","1","0.33","1",""
"SUB (EAX, I32)","BASE","1","0.29","1",""
"SUB (M16, 0)","BASE","[≤1;8]","0.52","1",""
"SUB (M16, I16)","BASE","[≤1;8]","0.52","1",""
"SUB (M16, I8)","BASE","[≤1;8]","0.52","1",""
"SUB (M16, R16)","BASE","[≤1;8]","0.52","1",""
"SUB (M32, 0)","BASE","[≤1;8]","0.50","1",""
"SUB (M32, I32)","BASE","[≤1;8]","0.50","1",""
"SUB (M32, I8)","BASE","[≤1;8]","0.50","1",""
"SUB (M32, R32)","BASE","[≤1;8]","0.50","1",""
"SUB (M64, 0)","BASE","[≤1;8]","0.50","1",""
"SUB (M64, I32)","BASE","[≤1;8]","0.50","1",""
"SUB (M64, I8)","BASE","[≤1;8]","0.50","1",""
"SUB (M64, R64)","BASE","[≤1;8]","0.50","1",""
"SUB (M8, 0)","BASE","[≤1;8]","0.52","1",""
"SUB (M8, I8)","BASE","[≤1;8]","0.52","1",""
"SUB (M8, R8h)","BASE","[≤1;8]","0.52","1",""
"SUB (M8, R8l)","BASE","[≤1;8]","0.54","1",""
"SUB (R16, 0)","BASE","1","0.20","1",""
"SUB (R16, I16)","BASE","1","0.20","1",""
"SUB (R16, I8)","BASE","1","0.20","1",""
"SUB (R16, M16)","BASE","[≤1;5]","0.25","1",""
"SUB (R32, 0)","BASE","1","0.20","1",""
"SUB (R32, I32)","BASE","1","0.20","1",""
"SUB (R32, I8)","BASE","1","0.20","1",""
"SUB (R32, M32)","BASE","[≤1;5]","0.25","1",""
"SUB (R64, 0)","BASE","1","0.20","1",""
"SUB (R64, I32)","BASE","1","0.20","1",""
"SUB (R64, I8)","BASE","1","0.20","1",""
"SUB (R64, M64)","BASE","[≤1;5]","0.25","1",""
"SUB (R8h, 0)","BASE","1","0.25","1",""
"SUB (R8h, I8)","BASE","1","0.25","1",""
"SUB (R8h, M8)","BASE","[≤1;5]","0.27","1",""
"SUB (R8l, M8)","BASE","[≤1;5]","0.25","1",""
"SUB (RAX, I32)","BASE","1","0.27","1",""
"SUB_28 (R8h, R8h)","BASE","1","0.33","1",""
"SUB_28 (R8h, R8l)","BASE","1","0.33","1",""
"SUB_28 (R8l, R8h)","BASE","1","0.33","1",""
"SUB_28 (R8l, R8l)","BASE","1","0.20","1",""
"SUB_29 (R16, R16)","BASE","1","0.20","1",""
"SUB_29 (R32, R32)","BASE","[0;1]","0.20","1",""
"SUB_29 (R64, R64)","BASE","[0;1]","0.20","1",""
"SUB_2A (R8h, R8h)","BASE","1","0.33","1",""
"SUB_2A (R8h, R8l)","BASE","1","0.33","1",""
"SUB_2A (R8l, R8h)","BASE","1","0.33","1",""
"SUB_2A (R8l, R8l)","BASE","1","0.20","1",""
"SUB_2B (R16, R16)","BASE","1","0.20","1",""
"SUB_2B (R32, R32)","BASE","[0;1]","0.20","1",""
"SUB_2B (R64, R64)","BASE","[0;1]","0.20","1",""
"SUB_LOCK (M16, 0)","BASE","[≤7;18]","19.77","1",""
"SUB_LOCK (M16, I16)","BASE","[≤7;18]","19.77","1",""
"SUB_LOCK (M16, I8)","BASE","[≤7;18]","19.77","1",""
"SUB_LOCK (M16, R16)","BASE","[1;17]","19.78","1",""
"SUB_LOCK (M32, 0)","BASE","[≤8;18]","19.78","1",""
"SUB_LOCK (M32, I32)","BASE","[≤8;18]","19.78","1",""
"SUB_LOCK (M32, I8)","BASE","[≤8;18]","19.78","1",""
"SUB_LOCK (M32, R32)","BASE","[1;17]","19.78","1",""
"SUB_LOCK (M64, 0)","BASE","[≤8;18]","19.78","1",""
"SUB_LOCK (M64, I32)","BASE","[≤8;17]","19.78","1",""
"SUB_LOCK (M64, I8)","BASE","[≤8;18]","19.78","1",""
"SUB_LOCK (M64, R64)","BASE","[1;17]","19.78","1",""
"SUB_LOCK (M8, 0)","BASE","[≤7;17]","19.78","1",""
"SUB_LOCK (M8, I8)","BASE","[≤7;18]","19.78","1",""
"SUB_LOCK (M8, R8h)","BASE","[1;18]","19.78","1",""
"SUB_LOCK (M8, R8l)","BASE","[1;18]","19.78","1",""
"SUB_R0 (R8l, 0)","BASE","1","0.20","1",""
"SUB_R0 (R8l, I8)","BASE","1","0.20","1",""
"SUB_R4 (R8l, 0)","BASE","1","0.20","1",""
"SUB_R4 (R8l, I8)","BASE","1","0.20","1",""
"SYSENTER","BASE","","","",""
"SYSEXIT","BASE","","","",""
"TEST (AL, 0)","BASE","1","0.17","1",""
"TEST (AL, I8)","BASE","1","0.17","1",""
"TEST (AX, I16)","BASE","1","0.17","1",""
"TEST (EAX, I32)","BASE","1","0.17","1",""
"TEST (M16, I16)","BASE","[≤1;5]","0.25","1",""
"TEST (M16, R16)","BASE","[≤1;5]","0.25","1",""
"TEST (M32, I32)","BASE","[≤1;5]","0.25","1",""
"TEST (M32, R32)","BASE","[≤1;5]","0.25","1",""
"TEST (M64, I32)","BASE","[≤1;5]","0.25","1",""
"TEST (M64, R64)","BASE","[≤1;5]","0.25","1",""
"TEST (M8, 0)","BASE","[≤1;5]","0.25","1",""
"TEST (M8, I8)","BASE","[≤1;5]","0.25","1",""
"TEST (M8, R8h)","BASE","[≤1;5]","0.25","1",""
"TEST (M8, R8l)","BASE","[≤1;5]","0.25","1",""
"TEST (R16, I16)","BASE","1","0.17","1",""
"TEST (R16, R16)","BASE","1","0.17","1",""
"TEST (R32, I32)","BASE","1","0.17","1",""
"TEST (R32, R32)","BASE","1","0.17","1",""
"TEST (R64, I32)","BASE","1","0.17","1",""
"TEST (R64, R64)","BASE","1","0.17","1",""
"TEST (R8h, 0)","BASE","1","0.17","1",""
"TEST (R8h, I8)","BASE","1","0.17","1",""
"TEST (R8h, R8h)","BASE","1","0.17","1",""
"TEST (R8h, R8l)","BASE","1","0.17","1",""
"TEST (R8l, R8h)","BASE","1","0.17","1",""
"TEST (R8l, R8l)","BASE","1","0.17","1",""
"TEST (RAX, I32)","BASE","1","0.17","1",""
"TEST_R0 (R8l, 0)","BASE","1","0.17","1",""
"TEST_R0 (R8l, I8)","BASE","1","0.17","1",""
"TEST_R4 (R8l, 0)","BASE","1","0.17","1",""
"TEST_R4 (R8l, I8)","BASE","1","0.17","1",""
"UD2","BASE","","","",""
"VERR (M16)","BASE","[≤113;115]","116.00","23",""
"VERR (R16)","BASE","108","114.00","23",""
"VERW (M16)","BASE","[≤113;115]","116.00","23",""
"VERW (R16)","BASE","108","114.00","23",""
"WBINVD","BASE","","4726.22","1003",""
"WRMSR","BASE","","248.00","111",""
"XADD (M16, R16)","BASE","[1;≤10]","2.00","4",""
"XADD (M32, R32)","BASE","[1;≤10]","2.00","4",""
"XADD (M64, R64)","BASE","[1;≤10]","2.00","4",""
"XADD (M8, R8h)","BASE","[1;≤10]","2.00","4",""
"XADD (M8, R8l)","BASE","[1;≤10]","2.00","4",""
"XADD (R16, R16)","BASE","1","0.38","2",""
"XADD (R32, R32)","BASE","[0;1]","0.25","2",""
"XADD (R64, R64)","BASE","[0;1]","0.25","2",""
"XADD (R8h, R8h)","BASE","1","0.56","2",""
"XADD (R8h, R8l)","BASE","1","0.56","2",""
"XADD (R8l, R8h)","BASE","1","0.56","2",""
"XADD (R8l, R8l)","BASE","1","0.38","2",""
"XADD_LOCK (M16, R16)","BASE","[1;18]","19.78","4",""
"XADD_LOCK (M32, R32)","BASE","[1;18]","19.78","4",""
"XADD_LOCK (M64, R64)","BASE","[1;18]","19.78","4",""
"XADD_LOCK (M8, R8h)","BASE","[1;18]","19.80","4",""
"XADD_LOCK (M8, R8l)","BASE","[1;18]","19.78","4",""
"XCHG (M16, R16)","BASE","[9;≤20]","20.00","2",""
"XCHG (M32, R32)","BASE","[≤7;≤20]","20.00","2",""
"XCHG (M64, R64)","BASE","[≤7;≤20]","20.00","2",""
"XCHG (M8, R8h)","BASE","[9;≤20]","20.00","2",""
"XCHG (M8, R8l)","BASE","[9;≤20]","20.00","2",""
"XCHG (R16, AX)","BASE","[0;1]","0.40","2",""
"XCHG (R16, R16)","BASE","1","0.38","2",""
"XCHG (R32, EAX)","BASE","0","0.25","2",""
"XCHG (R32, R32)","BASE","0","0.25","2",""
"XCHG (R64, R64)","BASE","0","0.25","2",""
"XCHG (R64, RAX)","BASE","0","0.25","2",""
"XCHG (R8h, R8h)","BASE","1","0.56","2",""
"XCHG (R8h, R8l)","BASE","1","0.56","2",""
"XCHG (R8l, R8h)","BASE","1","0.50","2",""
"XCHG (R8l, R8l)","BASE","1","0.38","2",""
"XLAT","BASE","[5;≤9]","0.50","2",""
"XOR (AL, 0)","BASE","1","0.28","1",""
"XOR (AL, I8)","BASE","1","0.28","1",""
"XOR (AX, I16)","BASE","1","0.33","1",""
"XOR (EAX, I32)","BASE","1","0.29","1",""
"XOR (M16, 0)","BASE","[≤1;8]","0.52","1",""
"XOR (M16, I16)","BASE","[≤1;8]","0.52","1",""
"XOR (M16, I8)","BASE","[≤1;8]","0.52","1",""
"XOR (M16, R16)","BASE","[≤1;8]","0.52","1",""
"XOR (M32, 0)","BASE","[≤1;8]","0.50","1",""
"XOR (M32, I32)","BASE","[≤1;8]","0.50","1",""
"XOR (M32, I8)","BASE","[≤1;8]","0.50","1",""
"XOR (M32, R32)","BASE","[≤1;8]","0.50","1",""
"XOR (M64, 0)","BASE","[≤1;8]","0.50","1",""
"XOR (M64, I32)","BASE","[≤1;8]","0.50","1",""
"XOR (M64, I8)","BASE","[≤1;8]","0.50","1",""
"XOR (M64, R64)","BASE","[≤1;8]","0.50","1",""
"XOR (M8, 0)","BASE","[≤1;8]","0.52","1",""
"XOR (M8, I8)","BASE","[≤1;8]","0.52","1",""
"XOR (M8, R8h)","BASE","[≤1;8]","0.52","1",""
"XOR (M8, R8l)","BASE","[≤1;8]","0.54","1",""
"XOR (R16, 0)","BASE","1","0.20","1",""
"XOR (R16, I16)","BASE","1","0.20","1",""
"XOR (R16, I8)","BASE","1","0.20","1",""
"XOR (R16, M16)","BASE","[≤1;5]","0.25","1",""
"XOR (R32, 0)","BASE","1","0.20","1",""
"XOR (R32, I32)","BASE","1","0.20","1",""
"XOR (R32, I8)","BASE","1","0.20","1",""
"XOR (R32, M32)","BASE","[≤1;5]","0.25","1",""
"XOR (R64, 0)","BASE","1","0.20","1",""
"XOR (R64, I32)","BASE","1","0.20","1",""
"XOR (R64, I8)","BASE","1","0.20","1",""
"XOR (R64, M64)","BASE","[≤1;5]","0.25","1",""
"XOR (R8h, 0)","BASE","1","0.25","1",""
"XOR (R8h, I8)","BASE","1","0.25","1",""
"XOR (R8h, M8)","BASE","[≤1;5]","0.27","1",""
"XOR (R8l, M8)","BASE","[≤1;5]","0.25","1",""
"XOR (RAX, I32)","BASE","1","0.27","1",""
"XOR_30 (R8h, R8h)","BASE","1","0.33","1",""
"XOR_30 (R8h, R8l)","BASE","1","0.33","1",""
"XOR_30 (R8l, R8h)","BASE","1","0.33","1",""
"XOR_30 (R8l, R8l)","BASE","1","0.20","1",""
"XOR_31 (R16, R16)","BASE","1","0.20","1",""
"XOR_31 (R32, R32)","BASE","[0;1]","0.20","1",""
"XOR_31 (R64, R64)","BASE","[0;1]","0.20","1",""
"XOR_32 (R8h, R8h)","BASE","1","0.33","1",""
"XOR_32 (R8h, R8l)","BASE","1","0.33","1",""
"XOR_32 (R8l, R8h)","BASE","1","0.33","1",""
"XOR_32 (R8l, R8l)","BASE","1","0.20","1",""
"XOR_33 (R16, R16)","BASE","1","0.20","1",""
"XOR_33 (R32, R32)","BASE","[0;1]","0.20","1",""
"XOR_33 (R64, R64)","BASE","[0;1]","0.20","1",""
"XOR_LOCK (M16, 0)","BASE","[≤7;18]","19.77","1",""
"XOR_LOCK (M16, I16)","BASE","[≤7;18]","19.77","1",""
"XOR_LOCK (M16, I8)","BASE","[≤7;18]","19.77","1",""
"XOR_LOCK (M16, R16)","BASE","[1;17]","19.78","1",""
"XOR_LOCK (M32, 0)","BASE","[≤8;18]","19.78","1",""
"XOR_LOCK (M32, I32)","BASE","[≤8;17]","19.78","1",""
"XOR_LOCK (M32, I8)","BASE","[≤8;18]","19.78","1",""
"XOR_LOCK (M32, R32)","BASE","[1;17]","19.78","1",""
"XOR_LOCK (M64, 0)","BASE","[≤8;18]","19.78","1",""
"XOR_LOCK (M64, I32)","BASE","[≤8;18]","19.78","1",""
"XOR_LOCK (M64, I8)","BASE","[≤8;17]","19.78","1",""
"XOR_LOCK (M64, R64)","BASE","[1;17]","19.78","1",""
"XOR_LOCK (M8, 0)","BASE","[≤7;18]","19.78","1",""
"XOR_LOCK (M8, I8)","BASE","[≤7;18]","19.78","1",""
"XOR_LOCK (M8, R8h)","BASE","[1;18]","19.78","1",""
"XOR_LOCK (M8, R8l)","BASE","[1;17]","19.78","1",""
"XOR_R0 (R8l, 0)","BASE","1","0.20","1",""
"XOR_R0 (R8l, I8)","BASE","1","0.20","1",""
"XOR_R4 (R8l, 0)","BASE","1","0.20","1",""
"XOR_R4 (R8l, I8)","BASE","1","0.20","1",""
